rating,userId,movieId
5.0,290,899
5.0,305,69275
0.5,328,6333
4.0,414,490
3.5,552,2746
3.0,599,3683
3.0,599,81229
5.0,22,3489
5.0,414,266
3.5,226,5584
4.5,378,593
5.0,486,112
3.0,347,380
3.0,274,2012
3.0,373,207
3.0,436,362
5.0,37,1061
1.5,153,174055
3.0,19,921
5.0,381,236
4.0,286,8961
4.0,580,4011
4.0,474,1408
4.0,66,4027
4.0,368,293
4.0,68,95875
4.5,339,1272
5.0,398,81845
3.0,600,1721
2.0,328,46578
5.0,89,73822
4.0,177,108190
4.5,18,1148
2.5,610,4025
3.5,89,2936
3.0,610,132046
2.5,334,74458
2.0,58,455
4.0,477,1449
5.0,465,1183
4.0,422,3095
3.5,249,44022
4.0,40,60
3.0,603,2692
4.0,133,471
1.5,182,44
1.0,517,46578
3.0,448,8529
1.5,428,637
3.0,603,1645
2.0,574,185
4.0,191,281
4.0,509,66097
4.5,249,79091
3.0,380,187593
5.0,275,2360
3.0,288,2057
3.0,468,111
4.5,80,34319
4.0,600,4873
3.5,580,5481
4.0,559,110
3.5,212,76251
4.0,57,3429
4.0,368,1259
4.0,51,1033
3.0,15,2081
5.0,44,1429
4.5,466,40815
4.0,608,3271
5.0,275,3408
5.0,460,60069
2.0,608,2060
3.0,474,2009
5.0,380,2003
5.0,119,51662
3.0,144,597
4.0,68,42718
5.0,467,527
4.0,244,1586
3.0,226,4776
3.0,62,60126
4.0,32,529
3.0,117,261
1.0,567,159093
5.0,483,109487
3.0,567,166291
2.5,448,118997
5.0,185,4995
5.0,200,597
3.0,142,480
2.5,63,5377
4.0,246,1246
3.0,600,8533
3.5,18,64957
4.0,599,95182
5.0,33,2571
5.0,566,141
2.0,41,4262
4.0,380,2968
4.0,119,99112
3.5,414,6542
3.5,122,148652
3.5,387,2488
4.0,414,2472
4.0,389,719
4.0,603,97
2.5,177,52281
3.0,16,260
4.0,605,2011
2.0,474,3527
4.0,19,3754
4.0,469,2289
3.0,444,100
1.5,68,1997
0.5,608,7004
2.5,599,93502
4.5,177,86487
4.0,95,1042
5.0,288,1732
4.0,500,2539
4.5,606,1220
4.5,477,72226
5.0,201,597
4.5,523,152081
4.0,474,6350
3.5,480,253
1.0,387,5363
5.0,434,55820
4.0,63,1036
3.5,336,2353
2.0,606,53125
3.5,68,79057
2.0,599,165529
2.5,232,49286
2.5,414,7454
5.0,129,1197
2.5,307,40581
4.5,52,74458
3.0,199,57669
4.5,561,1275
4.0,541,474
3.0,298,56715
4.0,610,55492
3.0,387,2990
3.0,42,3254
0.5,307,1322
2.0,599,172
4.0,590,72733
4.0,313,1214
3.0,167,2371
2.0,68,737
4.0,38,595
3.0,385,1307
3.0,19,2003
2.0,480,8861
4.5,137,4427
4.5,80,42738
5.0,62,593
2.0,428,1907
3.5,474,56607
2.5,89,1485
4.0,577,1203
2.5,600,1717
4.0,165,5445
2.0,474,491
4.0,4,4021
5.0,477,457
4.0,383,1584
3.5,326,2571
4.0,304,151
4.0,80,103688
4.0,474,8970
5.0,380,88129
5.0,414,1297
3.5,280,80463
2.5,68,60072
5.0,2,106782
5.0,414,1968
3.0,404,172
5.0,469,296
5.0,73,1732
3.5,414,5134
4.0,249,296
2.0,47,112556
4.0,482,2797
3.0,156,1909
5.0,344,4306
2.0,573,68319
3.0,570,1721
3.5,292,5952
2.5,50,138208
4.5,282,150
2.0,474,1767
3.0,590,6537
2.5,177,2706
4.5,282,2028
4.0,104,3033
4.0,448,89305
1.0,489,788
3.5,318,109968
3.0,414,4591
5.0,220,8360
5.0,441,4402
1.0,481,1588
4.5,51,3959
4.0,482,4270
3.5,600,231
2.5,226,7448
5.0,544,68
4.0,603,1050
2.0,561,95105
3.5,426,8360
4.5,10,4447
5.0,68,54001
3.0,529,711
4.5,274,4878
3.0,606,4621
3.0,483,2701
4.5,551,1036
5.0,103,1954
4.5,182,3429
4.0,260,8011
2.0,603,2420
4.5,28,1266
3.0,604,193
3.0,232,45442
5.0,540,48516
1.5,20,3536
4.0,606,8456
2.5,182,6157
1.0,479,5452
3.5,339,97921
4.5,233,58559
4.0,542,46976
4.0,589,481
4.0,560,74510
2.5,514,4396
4.0,604,32
4.0,358,902
4.5,28,38061
3.5,606,1299
4.5,122,3499
3.0,466,318
3.0,66,2805
1.0,19,2754
4.0,330,2791
4.0,254,457
3.0,530,208
3.5,205,1222
3.5,280,6539
2.5,480,168
3.0,89,101283
1.5,599,5945
3.5,489,1917
4.0,62,61024
4.0,186,1391
4.0,455,377
5.0,555,784
3.0,84,339
3.5,387,33896
0.5,287,5804
4.0,298,4102
0.5,418,89745
2.0,42,784
4.5,434,6857
3.5,66,555
2.0,19,2518
3.0,68,153
3.0,307,27838
4.0,121,440
4.0,380,55820
4.0,282,4022
5.0,380,83803
5.0,414,1394
4.0,249,134130
2.5,318,116823
3.0,263,1094
3.0,477,6793
3.0,346,4865
5.0,414,34
4.0,19,720
4.5,573,86332
5.0,200,49272
5.0,74,1960
3.0,217,208
1.0,156,2080
3.5,288,7619
3.5,21,63113
3.0,350,661
4.0,135,2302
4.0,103,2124
4.0,191,283
5.0,119,79091
3.5,599,2762
4.0,305,47
3.0,18,4643
5.0,221,922
3.0,41,112183
4.5,232,4776
4.0,104,4016
4.5,356,63131
3.5,425,2291
5.0,202,1198
3.5,288,1234
5.0,137,1136
3.0,599,7587
3.0,132,27721
2.0,599,95873
4.0,583,4016
3.0,318,1247
3.0,603,1291
3.0,312,177
4.0,469,1179
2.0,234,126
3.5,387,3639
4.0,200,6944
0.5,517,49274
3.0,314,457
4.0,274,799
4.5,152,7156
3.5,301,55052
4.0,80,3300
3.0,63,1089
4.0,317,7361
5.0,45,1246
2.5,599,4974
2.5,307,5669
1.0,288,2450
3.0,312,4235
1.0,448,26409
3.0,195,1208
4.0,560,54503
4.0,68,932
1.0,428,4270
3.0,156,357
5.0,486,494
4.0,91,4105
4.0,474,6918
3.5,483,68522
4.0,449,32
4.5,330,1266
3.5,610,46530
4.0,599,2726
5.0,474,2171
4.5,51,4238
3.5,306,100390
1.5,222,95449
4.5,466,81834
2.0,7,6934
3.0,177,367
4.0,299,2716
4.0,330,2739
3.0,121,292
4.0,219,37830
4.0,177,1929
4.5,178,1265
3.0,579,34
4.0,577,1101
1.0,294,1461
4.0,186,748
4.0,18,1961
2.0,42,4565
4.0,391,5135
4.5,182,4888
3.5,362,2273
4.0,597,2116
1.5,274,4899
3.0,600,1036
4.5,477,64839
5.0,275,215
5.0,572,1230
4.5,601,908
3.5,68,3825
3.0,199,34338
5.0,5,296
4.5,445,8014
5.0,352,72998
4.0,438,6721
3.5,68,27706
3.0,437,78
3.0,597,2490
5.0,590,1221
2.5,599,26
5.0,313,1587
0.5,322,3481
3.5,100,223
1.5,307,45081
0.5,608,6827
2.0,509,2078
3.5,382,2424
4.0,597,2988
3.0,277,656
0.5,393,53996
4.0,73,3969
4.0,125,114935
3.0,216,3173
3.5,420,57640
5.0,302,858
4.0,100,11
4.0,4,1025
4.0,560,223
3.5,103,2161
4.0,606,3105
5.0,195,4720
3.5,414,8917
3.0,177,27772
4.0,312,471
4.0,318,69529
1.5,599,26828
5.0,606,3000
2.5,580,1049
1.5,510,4148
4.0,39,1408
5.0,607,1982
5.0,554,1196
4.0,488,8961
4.5,28,34405
3.0,104,1359
0.5,175,43904
5.0,462,167064
4.5,105,72356
2.0,414,5841
5.0,534,85367
4.0,312,5378
4.5,74,382
3.5,420,1927
4.0,103,111781
3.0,321,21
2.5,249,103137
3.5,474,2132
4.0,414,3623
3.5,346,6286
4.5,62,296
4.0,559,708
4.0,57,3466
3.0,217,3300
3.5,599,2288
4.0,219,4448
4.5,462,3698
3.5,606,36
2.0,600,558
4.0,187,44195
4.0,98,66934
2.5,381,1029
3.0,298,1230
3.0,97,5420
2.0,314,208
4.0,325,2511
2.5,298,4085
4.0,369,2359
5.0,357,527
3.0,596,2918
2.5,104,1833
5.0,519,51935
3.0,414,6170
2.0,57,762
4.5,62,52604
4.0,610,4816
4.0,409,3835
5.0,414,497
0.5,22,5816
2.0,28,4251
2.5,307,4090
2.5,567,142448
3.0,84,788
0.5,567,109897
4.5,318,26059
3.5,387,4881
4.0,560,7438
2.0,232,31223
4.0,610,3751
5.0,262,515
4.0,84,6
5.0,177,1955
4.5,414,69481
3.0,438,8371
3.0,181,6
3.0,368,647
4.5,424,115713
4.0,599,94959
4.0,437,36
4.0,603,1240
4.0,274,5165
2.0,599,76077
1.0,232,33004
4.0,483,92643
3.5,357,111
2.0,376,1527
2.5,610,113348
4.0,274,2004
4.0,414,3916
3.0,563,71668
5.0,197,1193
5.0,287,3949
0.5,219,8371
2.5,332,87192
2.5,448,95067
5.0,599,1208
4.0,387,7118
3.0,10,40629
3.5,212,79132
4.0,24,5673
4.0,246,2916
3.0,387,5980
5.0,597,1206
4.0,65,4226
4.0,274,1031
4.5,318,103341
4.5,98,3114
2.0,45,5220
4.5,326,105844
2.0,163,1837
2.5,600,362
5.0,564,128520
3.0,599,55290
3.0,565,165
1.0,599,169958
2.5,560,27815
4.5,129,6093
1.0,307,1323
2.0,541,444
1.0,309,1645
4.0,387,965
3.5,212,6377
5.0,472,48516
5.0,358,55052
1.5,480,4728
3.0,543,51255
4.0,474,2064
2.0,414,135536
4.0,292,1198
4.0,135,4553
4.0,551,159093
3.5,510,1396
4.0,474,3111
1.0,489,2389
5.0,444,353
4.0,84,457
3.0,82,6534
4.0,240,810
3.0,387,3918
3.0,380,8526
2.0,288,2152
2.0,177,3247
2.0,283,1569
4.5,330,6377
2.0,368,2530
2.5,432,6942
4.0,139,260
2.5,307,3264
2.0,457,480
4.5,448,49272
3.5,105,5464
3.0,380,1583
3.0,599,106782
3.0,541,595
4.0,414,128360
3.0,480,163
3.5,357,1784
3.0,599,70286
4.0,509,59387
3.5,483,47
4.5,104,4306
5.0,177,593
1.0,414,2379
5.0,239,296
5.0,142,150
3.0,522,524
4.0,408,1722
3.0,577,1958
5.0,136,431
3.0,483,587
3.0,292,1676
4.0,134,208
5.0,437,300
4.0,104,2724
3.0,347,500
5.0,601,59315
1.0,474,5246
5.0,505,593
2.0,5,316
3.5,564,6863
3.5,596,182793
2.0,57,1092
2.5,15,1909
4.0,64,3105
3.5,489,4014
2.0,307,292
2.5,15,2959
2.0,520,61240
4.5,66,3526
2.0,599,5361
3.0,339,6539
4.5,29,356
4.0,18,102445
4.0,546,1969
3.0,263,1247
2.5,89,73160
3.0,474,3334
3.5,387,27317
4.0,246,80463
4.0,217,89
3.0,602,590
2.0,288,2901
4.0,234,3176
3.5,248,6377
4.5,82,6564
3.0,599,3698
4.0,469,919
3.0,380,5502
4.5,125,95690
3.0,469,1291
3.0,565,588
5.0,375,318
3.0,41,1097
3.5,73,134393
4.0,432,84374
3.5,414,54281
5.0,59,3462
3.0,249,43871
1.0,199,1055
3.0,219,45499
4.0,182,5423
5.0,135,223
4.0,182,4641
4.5,416,608
5.0,573,7153
4.0,226,1394
2.0,368,3704
2.0,307,1342
3.5,599,1233
3.5,287,1411
4.5,122,3275
3.5,232,7173
2.0,419,3354
4.0,182,1754
4.5,125,501
3.0,226,5445
4.0,526,2959
3.0,414,784
3.5,141,3752
3.0,474,1944
2.5,156,1921
4.0,555,1544
4.0,477,4519
3.5,119,132157
3.0,597,2249
2.5,116,231
3.0,599,42418
3.0,177,1688
5.0,46,1
4.0,525,95167
2.0,19,3263
3.0,367,3717
3.0,292,78469
3.0,610,80846
5.0,239,1206
4.0,1,1920
2.0,599,2798
5.0,95,1198
3.0,232,45501
5.0,495,139385
5.0,332,541
3.0,438,2491
4.0,415,79132
4.0,149,1210
5.0,367,2762
3.5,68,33166
3.5,331,96610
4.0,580,37741
3.0,570,1917
5.0,524,1275
4.0,586,1291
5.0,186,2664
2.0,414,45501
4.0,176,590
5.0,164,1097
1.0,10,8970
2.5,298,45722
2.0,294,2371
3.5,7,5349
4.0,430,2599
4.0,420,31410
4.0,177,3844
4.0,202,3699
3.5,232,53996
3.5,18,33615
2.5,427,5254
3.0,226,6365
3.5,610,4574
1.5,448,118248
4.0,610,1227
3.0,448,60756
3.0,182,185
3.5,520,3996
5.0,402,1036
4.0,118,2918
3.0,493,349
2.0,182,4305
2.5,70,3147
4.0,367,3616
3.0,140,1242
4.0,424,8783
1.0,462,1246
3.0,350,653
5.0,495,69122
4.5,522,3052
4.0,457,1270
4.0,100,932
3.5,525,49286
3.5,182,3809
3.0,426,54272
3.5,64,785
3.5,561,83134
4.0,432,35836
3.0,288,5048
3.0,599,51709
2.0,434,95
2.0,57,1690
4.5,438,4306
3.0,571,2746
4.0,57,3114
4.0,105,4995
2.5,448,162828
0.5,307,7259
3.0,265,3527
4.0,105,44022
0.5,34,4310
3.0,6,527
4.0,380,8972
4.0,588,333
5.0,331,99114
4.5,50,924
4.0,336,150
3.5,477,6541
1.5,448,131714
2.0,528,2470
3.0,462,87232
3.5,322,4679
4.0,377,7304
2.5,414,6563
5.0,475,367
3.0,347,454
2.0,368,2027
5.0,391,296
3.5,415,5308
4.0,59,1196
3.5,525,41571
5.0,69,4874
5.0,594,839
2.0,368,502
3.5,600,3274
2.0,372,1429
4.0,31,852
4.0,140,3230
4.0,134,161
3.0,560,3745
4.0,19,3108
4.0,264,367
2.0,414,1003
4.0,232,61352
3.5,606,49530
4.0,594,145
3.0,372,920
4.0,337,5
3.0,380,48877
5.0,122,2160
3.0,104,2794
5.0,352,97752
0.5,298,5014
5.0,265,3793
4.0,272,158238
3.5,414,58879
3.0,561,67734
4.5,326,7160
3.0,19,2249
3.0,307,8368
4.0,309,1682
1.5,599,4474
3.5,525,27801
3.5,462,6301
2.0,313,377
4.0,202,1784
3.5,357,223
4.0,331,33004
3.0,380,1831
3.0,448,4896
4.5,103,1682
4.0,64,1
5.0,64,5690
5.0,59,1953
3.0,534,94780
4.0,318,6870
4.5,249,88163
3.0,597,543
4.0,68,55253
4.0,445,541
3.5,509,1148
3.0,525,63113
4.5,307,1247
3.5,606,1057
3.5,608,1779
3.5,307,2420
3.5,64,2826
4.0,91,4886
4.5,21,53121
4.0,597,1233
4.5,522,2542
2.0,199,1645
3.0,195,1968
5.0,373,318
5.0,256,92259
4.0,599,1921
3.0,50,1291
4.5,17,4993
3.0,217,2195
4.0,234,1030
4.0,380,837
4.0,292,2268
3.0,84,1013
4.0,59,3461
4.5,74,1094
5.0,367,4447
4.0,33,1358
3.0,265,491
3.0,314,173
4.5,80,91500
4.0,408,2273
1.0,217,901
3.0,84,276
3.0,48,1193
4.5,182,3053
1.5,7,2628
4.0,263,36
3.0,489,5313
3.5,200,3148
0.5,449,186
5.0,89,110130
5.0,524,1196
4.5,211,2542
4.5,104,1569
5.0,325,3435
3.0,610,6567
3.0,216,4002
2.0,599,4636
2.0,19,1679
2.0,292,111
0.5,599,3997
5.0,441,5481
1.0,19,2372
4.0,42,252
3.5,406,2722
1.5,78,53972
5.0,33,337
5.0,482,1270
5.0,234,2355
5.0,268,1213
2.0,414,2044
4.0,290,1358
4.0,213,1234
2.0,136,44
0.5,478,33164
4.0,380,52281
3.0,509,90866
4.0,1,2193
2.5,388,745
3.0,487,5445
5.0,201,1923
4.0,517,116797
4.0,381,47610
3.0,448,53322
4.0,583,1721
2.0,104,3325
4.0,448,122904
3.5,382,76293
1.5,599,3861
2.5,413,8644
5.0,483,1967
3.0,199,1635
4.0,603,1307
4.0,603,1648
2.5,232,69784
2.0,414,2148
4.5,184,81845
0.5,594,7883
4.0,599,171495
4.0,412,1244
3.0,385,380
3.5,95,2010
5.0,51,5956
5.0,80,86190
4.0,274,3639
4.0,470,367
4.5,210,5816
5.0,462,168250
4.0,554,2863
2.5,517,5218
3.5,525,88140
3.0,321,586
3.0,45,1476
3.5,474,41863
4.5,382,2294
5.0,360,1687
3.5,474,6020
5.0,267,2396
5.0,266,2947
3.5,608,4677
2.5,480,2353
2.5,274,2840
3.5,590,1090
4.0,6,7
1.5,307,4229
4.5,292,1017
2.5,232,48
2.0,605,2316
4.5,305,4022
3.5,64,1060
2.0,19,1831
4.0,496,7153
3.5,83,161
0.5,298,6294
3.0,153,2324
3.0,166,5378
4.5,606,6791
2.5,600,4447
2.0,160,3257
4.0,178,349
3.0,590,7036
3.5,318,64167
4.0,381,4993
5.0,524,1198
5.0,458,587
4.0,356,2580
2.0,57,999
1.0,275,1574
3.0,6,537
2.5,365,1265
4.0,597,2419
3.5,249,648
4.5,62,64957
4.5,73,93510
0.5,489,8373
3.0,249,7173
5.0,59,2020
2.0,373,500
5.0,453,110
